run_id,strategy,seq_len,num_peers,replication,churn_rate,seed,token_block,layer_group_size,layer_block_size,decode_steps,chunks_per_step,decode_step_latency_ms_p50,decode_step_latency_ms_p95,decode_step_latency_ms_p99,chunk_get_latency_ms_p95,chunk_success_rate,decode_step_success_rate,timeout_rate,avg_hops_per_chunk,bytes_transferred_total,useful_bytes_total,bytes_overhead_ratio,storage_amplification,peer_utilization_p50,peer_utilization_p95,eviction_events_count,recovery_repair_events_count
run_00065,token_layer_group,128,32,1,0.15,5,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.0455,28835840,28835840,1.0,1.0,262144,1245184.0,0,34
run_00066,token_layer_group,128,32,1,0.15,6,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7773,28835840,28835840,1.0,1.0,262144,720896.0,0,31
run_00067,token_layer_group,128,32,1,0.15,7,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.1091,28835840,28835840,1.0,1.0,262144,996147.2,0,30
run_00068,token_layer_group,128,32,1,0.15,8,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.0136,28835840,28835840,1.0,1.0,262144,969932.8,0,37
run_00069,token_layer_group,128,32,1,0.15,9,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8091,28835840,28835840,1.0,1.0,262144,655360.0,0,32
run_00070,token_layer_group,512,32,1,0.15,0,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7023,115343360,115343360,1.0,1.0,983040.0,2405171.2,0,104
run_00071,token_layer_group,512,32,1,0.15,1,32,2,,5,176,3.45,4.45,5.45,3.0,1.0,1.0,0.0,2.1477,115343360,115343360,1.0,1.0,917504.0,4967628.8,0,159
run_00072,token_layer_group,512,32,1,0.15,2,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.375,115343360,115343360,1.0,1.0,917504,3276800.0,0,103
run_00073,token_layer_group,512,32,1,0.15,3,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.4659,115343360,115343360,1.0,1.0,917504.0,2811494.4,0,111
run_00074,token_layer_group,512,32,1,0.15,4,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.575,115343360,115343360,1.0,1.0,851968.0,2464153.6,0,90
run_00075,token_layer_group,512,32,1,0.15,5,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.5159,115343360,115343360,1.0,1.0,1048576,2778726.4,0,97
run_00076,token_layer_group,512,32,1,0.15,6,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.4864,115343360,115343360,1.0,1.0,1048576.0,2595225.6,0,114
run_00077,token_layer_group,512,32,1,0.15,7,32,2,,5,176,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.5818,115343360,115343360,1.0,1.0,851968.0,2811494.4,0,95
run_00078,token_layer_group,512,32,1,0.15,8,32,2,,5,176,2.45,3.45,4.45,2.0,1.0,1.0,0.0,1.4443,115343360,115343360,1.0,1.0,917504.0,2739404.8,0,131
run_00079,token_layer_group,512,32,1,0.15,9,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8318,115343360,115343360,1.0,1.0,917504.0,3670016.0,0,145
run_00080,token_layer_group,1024,32,1,0.15,0,32,2,,5,352,2.45,3.45,4.45,2.0,1.0,1.0,0.0,1.4688,230686720,230686720,1.0,1.0,1703936,5373952.0,0,179
run_00081,token_layer_group,1024,32,1,0.15,1,32,2,,5,352,2.45,4.45,5.45,3.0,1.0,1.0,0.0,1.6392,230686720,230686720,1.0,1.0,1572864,6946816.0,0,253
run_00082,token_layer_group,1024,32,1,0.15,2,32,2,,5,352,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.529,230686720,230686720,1.0,1.0,2097152.0,4574412.8,0,186
run_00083,token_layer_group,1024,32,1,0.15,3,32,2,,5,352,2.45,4.45,4.45,3.0,1.0,1.0,0.0,1.5972,230686720,230686720,1.0,1.0,1703936.0,5642649.6,0,221
run_00084,token_layer_group,1024,32,1,0.15,4,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.5881,230686720,230686720,1.0,1.0,1835008.0,5511577.6,0,227
run_00085,token_layer_group,1024,32,1,0.15,5,32,2,,5,352,2.45,3.45,4.45,2.0,1.0,1.0,0.0,1.421,230686720,230686720,1.0,1.0,1572864.0,6219366.4,0,264
run_00086,token_layer_group,1024,32,1,0.15,6,32,2,,5,352,2.45,3.45,4.45,2.0,1.0,1.0,0.0,1.4,230686720,230686720,1.0,1.0,1769472.0,6062080.0,0,231
run_00087,token_layer_group,1024,32,1,0.15,7,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7091,230686720,230686720,1.0,1.0,1703936.0,6265241.6,0,268
run_00088,token_layer_group,1024,32,1,0.15,8,32,2,,5,352,2.45,3.45,4.45,2.0,1.0,1.0,0.0,1.5341,230686720,230686720,1.0,1.0,2097152.0,5668864.0,0,246
run_00089,token_layer_group,1024,32,1,0.15,9,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7523,230686720,230686720,1.0,1.0,1638400.0,6016204.8,0,193
run_00090,token_layer_group,128,32,2,0.0,0,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8682,28835840,28835840,1.0,2.0,393216,917504.0,0,0
run_00091,token_layer_group,128,32,2,0.0,1,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7273,28835840,28835840,1.0,2.0,393216.0,884736.0,0,0
run_00092,token_layer_group,128,32,2,0.0,2,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7273,28835840,28835840,1.0,2.0,393216.0,1009254.4,0,0
run_00093,token_layer_group,128,32,2,0.0,3,32,2,,5,44,3.45,4.5,5.45,3.05,1.0,1.0,0.0,1.8818,28835840,28835840,1.0,2.0,393216,891289.6,0,0
run_00094,token_layer_group,128,32,2,0.0,4,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,2.1409,28835840,28835840,1.0,2.0,262144,943718.4,0,0
run_00095,token_layer_group,128,32,2,0.0,5,32,2,,5,44,3.45,5.45,5.45,4.0,1.0,1.0,0.0,2.1045,28835840,28835840,1.0,2.0,262144.0,884736.0,0,0
run_00096,token_layer_group,128,32,2,0.0,6,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.0773,28835840,28835840,1.0,2.0,393216.0,917504.0,0,0
run_00097,token_layer_group,128,32,2,0.0,7,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.0818,28835840,28835840,1.0,2.0,262144,1009254.4,0,0
run_00098,token_layer_group,128,32,2,0.0,8,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7682,28835840,28835840,1.0,2.0,393216.0,1474560.0,0,0
run_00099,token_layer_group,128,32,2,0.0,9,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,2.1591,28835840,28835840,1.0,2.0,262144.0,871628.8,0,0
run_00100,token_layer_group,512,32,2,0.0,0,32,2,,5,176,3.45,3.45,4.45,2.0,1.0,1.0,0.0,1.5739,115343360,115343360,1.0,2.0,1179648.0,2811494.4,0,0
run_00101,token_layer_group,512,32,2,0.0,1,32,2,,5,176,3.45,3.45,3.45,2.0,1.0,1.0,0.0,1.542,115343360,115343360,1.0,2.0,1048576,3276800.0,0,0
run_00102,token_layer_group,512,32,2,0.0,2,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7625,115343360,115343360,1.0,2.0,1179648,3276800.0,0,0
run_00103,token_layer_group,512,32,2,0.0,3,32,2,,5,176,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.8148,115343360,115343360,1.0,2.0,1310720.0,2988441.6,0,0
run_00104,token_layer_group,512,32,2,0.0,4,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6807,115343360,115343360,1.0,2.0,1048576.0,3060531.2,0,0
run_00105,token_layer_group,512,32,2,0.0,5,32,2,,5,176,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.8693,115343360,115343360,1.0,2.0,1441792,3080192.0,0,0
run_00106,token_layer_group,512,32,2,0.0,6,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8011,115343360,115343360,1.0,2.0,1179648.0,3276800.0,0,0
run_00107,token_layer_group,512,32,2,0.0,7,32,2,,5,176,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9011,115343360,115343360,1.0,2.0,1179648.0,2942566.4,0,0
run_00108,token_layer_group,512,32,2,0.0,8,32,2,,5,176,3.45,3.45,3.45,2.0,1.0,1.0,0.0,1.508,115343360,115343360,1.0,2.0,1048576.0,3512729.6,0,0
run_00109,token_layer_group,512,32,2,0.0,9,32,2,,5,176,3.45,3.45,4.45,2.0,1.0,1.0,0.0,1.7307,115343360,115343360,1.0,2.0,1048576.0,3394764.8,0,0
run_00110,token_layer_group,1024,32,2,0.0,0,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6295,230686720,230686720,1.0,2.0,2359296.0,6540492.8,0,0
run_00111,token_layer_group,1024,32,2,0.0,1,32,2,,5,352,3.45,3.45,4.45,2.0,1.0,1.0,0.0,1.5926,230686720,230686720,1.0,2.0,2949120.0,6278348.8,0,0
run_00112,token_layer_group,1024,32,2,0.0,2,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.6682,230686720,230686720,1.0,2.0,2883584.0,6062080.0,0,0
run_00113,token_layer_group,1024,32,2,0.0,3,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7267,230686720,230686720,1.0,2.0,2818048.0,5813043.2,0,0
run_00114,token_layer_group,1024,32,2,0.0,4,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.742,230686720,230686720,1.0,2.0,2555904.0,6704332.8,0,0
run_00115,token_layer_group,1024,32,2,0.0,5,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7654,230686720,230686720,1.0,2.0,2686976.0,6311116.8,0,0
run_00116,token_layer_group,1024,32,2,0.0,6,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.9011,230686720,230686720,1.0,2.0,2228224.0,6920601.6,0,0
run_00117,token_layer_group,1024,32,2,0.0,7,32,2,,5,352,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8739,230686720,230686720,1.0,2.0,2162688.0,6658457.6,0,0
run_00118,token_layer_group,1024,32,2,0.0,8,32,2,,5,352,3.45,3.45,3.45,2.0,1.0,1.0,0.0,1.5182,230686720,230686720,1.0,2.0,1966080.0,7064780.8,0,0
run_00119,token_layer_group,1024,32,2,0.0,9,32,2,,5,352,3.45,3.45,3.45,2.0,1.0,1.0,0.0,1.6562,230686720,230686720,1.0,2.0,2359296,6291456.0,0,0
run_00120,token_layer_group,128,32,2,0.05,0,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.8773,28835840,28835840,1.0,2.0,524288,1009254.4,0,15
run_00121,token_layer_group,128,32,2,0.05,1,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.9045,28835840,28835840,1.0,2.0,524288.0,1212416.0,0,19
run_00122,token_layer_group,128,32,2,0.05,2,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7636,28835840,28835840,1.0,2.0,524288.0,1232076.8,0,7
run_00123,token_layer_group,128,32,2,0.05,3,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.95,28835840,28835840,1.0,2.0,524288,1258291.2,0,13
run_00124,token_layer_group,128,32,2,0.05,4,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,2.0727,28835840,28835840,1.0,2.0,393216,1048576.0,0,23
run_00125,token_layer_group,128,32,2,0.05,5,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,2.1227,28835840,28835840,1.0,2.0,393216,878182.4,0,13
run_00126,token_layer_group,128,32,2,0.05,6,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,1.9909,28835840,28835840,1.0,2.0,393216.0,917504.0,0,13
run_00127,token_layer_group,128,32,2,0.05,7,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,2.1318,28835840,28835840,1.0,2.0,393216.0,1264844.8,0,18
run_00128,token_layer_group,128,32,2,0.05,8,32,2,,5,44,3.45,4.45,4.45,3.0,1.0,1.0,0.0,1.7,28835840,28835840,1.0,2.0,393216,1494220.8,0,25
run_00129,token_layer_group,128,32,2,0.05,9,32,2,,5,44,3.45,4.45,5.45,3.0,1.0,1.0,0.0,2.1136,28835840,28835840,1.0,2.0,262144.0,1264844.8,0,16
run_00130,token_layer_group,512,32,2,0.05,0,32,2,,5,176,3.45,3.45,4.45,2.0,1.0,1.0,0.0,1.5716,115343360,115343360,1.0,2.0,1441792.0,3001548.8,0,43
run_00131,token_layer_group,512,32,2,0.05,1,32,2,,5,176,2.45,3.45,3.45,2.0,1.0,1.0,0.0,1.3398,115343360,115343360,1.0,2.0,1441792.0,3512729.6,0,67
